EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,PrivateKey,PublicKey
3478,Thomas,Chandler,17-Sep-18,09-Jan-19,Area Sales Manager,Richard Hodges,thomas.chandler@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Read family dark scene scene guess.,Sales,Wireline Construction,10-10-1957,KY,Groundman,Female,45149,Hispanic,Married,Fully Meets,2,3715979e2f769bea2e252c787a68f7c37d1647018be0c0a16970bc8c8cfb6446,eb18029a4aea0b5b42347a83c5a0b36d06bb45bdbfb1a2e6c27bbd4cb2947c3b31941fcef50f1776061a4b0f5d60c9b3b14852702baa0237a10acf096cb01dca
3479,Sarai,Stone,02-Aug-22,02-Apr-23,Area Sales Manager,Madison Wilson,sarai.stone@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Somebody great could yet.,Sales,Project Management - Con,17-05-1962,TX,Technician,Female,96336,Hispanic,Widowed,Fully Meets,2,062ae89a2f73e384bd667bf901ce6b711fc3c9ae2e3b6f82f80bd19e872b8d2e,1b932346cab32feed22b4f4317aaddcc216842cf621ce9bc19cb0b0fd0b18308f1d3dfab370897ea605baa984f5c352a6f43379b84a1440183b2174e006cba95
3480,Jerimiah,Harmon,08-Sep-22,16-Oct-22,Area Sales Manager,Eric King,jerimiah.harmon@bilearner.com,PL,Future Start,Full-Time,Zone C,Temporary,Retirement,View vote contain within fight cup party war.,Sales,Catv,09-08-1946,TX,Supervisor,Female,75671,Black,Widowed,Fully Meets,1,444c34585d3ec4429c75ea5e148b68c18383f5d6d4c9ae69b588ca197ae0649e,4b1eee86e1634a0d16f94879a033f9eaf41a67b213fab1bb00822875fd78ec55747c69627d7670dbd08c2524c73cb0c77fea935ef650558df0a2058f68390ca5
3481,Leland,Allen,07-Mar-19,31-May-21,Area Sales Manager,Brandon Harris,leland.allen@bilearner.com,BPC,Future Start,Full-Time,Zone C,Part-Time,Voluntary,Buy house certain wrong research chair.,Sales,Wireline Construction,11-12-1965,TX,Splicer,Male,61149,Other,Widowed,Fully Meets,4,add6bb5eaf72bc7d337a7740c2f1f2932650f26f146f3411e825d40b2fdf4d79,5e3320b9e441a5338bb3f3ab0b4873b48e62b6f5b839675212bc8f5a02f4b8fc18c2bc676ebf3c81e5b4934ec8d96a996438b48be872ffddd967f39a7e4e8f63
3482,Cristal,Bolton,29-Oct-19,07-Feb-21,Area Sales Manager,Matthew Flores,cristal.bolton@bilearner.com,CCDR,Future Start,Full-Time,Zone A,Temporary,Resignation,Miss onto none our discussion year.,Sales,Catv,11-02-1990,TX,Lineman,Male,57302,Asian,Divorced,Needs Improvement,2,27da3ee70f7d9a830bfd1ffee29cce61c0d49d59965ddb133cc8df2c07438043,15533309012756dcfcff327b742ba4c96861e869409201c0aa13052496cd2b83f60a63fa73b56b107030199572f81a3d15b45e5e711556daee5ff1d301499201
3483,Jaslene,Harding,26-Sep-21,,Area Sales Manager,Krystal Hamilton,jaslene.harding@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Sales,Project Management - Con,19-06-1964,CO,Coordinator,Male,42605,Asian,Widowed,Fully Meets,1,e22f37bf41397f1d3b0124fcdaabbea39690664f544163cd3b64844056f8e724,d0b95b93f356332ef42e0c7765af300a514726d73647a789c37db4c19f8fe9e15221aaad7555d8cd1bc99a5ea0eded5c4921810fc835d0b089e4b77fecfa0c2a
3484,Albert,Gonzalez,29-Aug-18,,Area Sales Manager,Amber Hernandez,albert.gonzalez@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Sales,General - Con,18-07-1995,CO,Model Assistant,Male,64036,Other,Single,Fully Meets,4,f3ae9612f8b909e61ee335954dd088307c63634d48e2d103f6a5f2b1d5b75d60,d8cecb00a0372b296a74cda544a0ae845fbc1265c41870eccb11ccde5289c3f48283c18b5e5fc3d2c92529b52b2abeb1d0e39ebe4422c9cc3dafc68f52190413
3485,Jaiden,Johnson,26-Oct-21,,Area Sales Manager,Patricia Smith,jaiden.johnson@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Sales,Field Operations,22-08-1994,CO,Laborer,Male,23173,White,Widowed,Fully Meets,5,aa62795518693ef7cdd30fe0c67e4b8da5914a209e41a7b8471ff80954a8b179,277769377546c6f7c3c36858ff17c5274d8f30db0af3e2865890b29404ae97fa5fc06d9e9d240a0d92d304b25b541a6603e9316ca93b4df7ccede6244d7934bc
3486,Brendon,Mcconnell,31-Oct-22,08-Jun-23,Area Sales Manager,Victoria Krause,brendon.mcconnell@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Involuntary,Nature finish modern push former American.,Sales,Fielders,14-11-1990,IN,Engineer,Male,19665,Other,Widowed,Fully Meets,4,6cf45a33874d8543cb44dd1c10a76a89974e859ca3603a556b80f6dfdcd60caf,d2114206b0d58aec2d8dc2ad351d9880fa7fde073223e240c3a70c322997623dd9c1a85d5f79422e521c2758f9665abe078aca5deebb06b1237c0cb143666d54
3487,Kimora,Parsons,15-Mar-23,,Area Sales Manager,Jesse Hunt,kimora.parsons@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Sales,General - Sga,01-02-1994,KY,Administrator,Female,41161,Other,Divorced,Fully Meets,4,98c1f52e239f7dc7d3c4c09490e3930744dad36bd9ee5f4da786a5c254682a1b,a37938130071f9fca5c4783e3d67823cbd518ff457eb28df944ecbc61b36ba1d72b9c046bc349fe6289de82b6933f338d074b8192fd30153a8f8e0591078cb72
3488,Willie,Patterson,09-Sep-22,,Area Sales Manager,Shane Jones,willie.patterson@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Unk,,Sales,Wireline Construction,12-11-1997,KY,Lineman,Female,52499,Asian,Single,Fully Meets,2,9152a702c136c39ad4a13a5fa5af0e35cd2176dac4b266ab2401a42eb85ad19d,7ea24f5f3d064e392a2450027a93d8c6c8f012a30b67feb20922d2531c6ad805693c0023e94a8f2e1bd6481b8de3a4e91c456c886531e0e801553defbfc0f08f
3489,Devyn,Powers,04-Mar-22,,Area Sales Manager,Jessica Murphy,devyn.powers@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Field Operations,02-05-1953,TX,Laborer,Female,25634,Black,Divorced,Fully Meets,2,e58378ed0a0ec14a1ba017db99b3019ca97243e44debed4ee25b8fbec18267bd,1bd07acc6662ba7316a9e2d9a84234b7a1056c2ecf58aefc2e8c686724760f4aa9ed581e5bfe1d31cb08bb64e7cc182ddc8f349172decf3614465991159aceb9
3490,Weston,Preston,11-Feb-19,,Area Sales Manager,Crystal Wallace,weston.preston@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,General - Sga,10-07-1991,TX,Director,Female,37965,Hispanic,Divorced,Fully Meets,2,b54a9ea7fc40027d2ad07bb57b362f24d134611a597a62eef1cfe3911b70c14c,49687b42c09a9500e1db51ca6084f20d157f8e2adbfb53b1d6fa77b03121b67d53a5604937d3a69be254777fe0f79a0947f53ef23020f0520ace2b779a5917e1
3491,Lennon,Buchanan,26-Jan-21,,Area Sales Manager,Tina Nelson,lennon.buchanan@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Sales,Field Operations,02-06-1973,TX,Driver,Male,39504,White,Widowed,Fully Meets,5,005e52a087f96e1bf3acc13ae348552ba3bf0278598898b39a701c644298fbdf,1766d8ddc6e1de876bf8ca9926d35676a8026bf8b9acfbfd1040874b5a272f24a9b8b9e5ae58a82051fbab983d04fc0cd36bf6a1219fbbb10d4d6307589378d6
3492,Vicente,Merritt,26-Nov-19,,Area Sales Manager,Ashley Smith,vicente.merritt@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,General - Con,08-01-1993,CO,Clerk,Male,31676,Asian,Married,Fully Meets,1,dcf4c8fdf63475d110faf3e1d2247b8843eb3fe2a83f3eaa62ff26168316d5c1,99a5f59254cfd8499227736395a93f25ed13d56341b1d6f55c6d33392b1069a75360901c097b5ed327a8fb75d5b11cd647de0e48a80c76f4ca305ad9604ca233
3493,Hugo,Clay,15-Jul-19,,Area Sales Manager,Eric Taylor,hugo.clay@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,17-04-1984,CO,Project Manager,Male,28784,Asian,Widowed,Fully Meets,5,35b91329fa6b4543f7402c7f1716814d36f925505cd85411c5c5635589a178e5,83907f7ea4d6c0a42faf2835be586d3f57e80ba59e8e8c60fbc081cbcbb9de47ecf89d7d98472a06dd55c75b094dca327e14baea78a4fa9d5d68bdcaaa7bb9d1
3494,Cohen,Raymond,18-Jun-20,,Area Sales Manager,Jacob Snyder,cohen.raymond@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Unk,,Sales,General - Con,08-02-1994,CO,Technician,Male,90983,Black,Single,Fully Meets,4,e71d8426a7d88a3334eadc3f5d81ad7d7fe13ae3829b00892fcac5cbdc671099,e4196e34fb3eee76885ea9e68f5a63c4a6d68fc46937b1ee7d1616087d5fbae61ebb30070f130f338f9cb1a8be2f4be828d80e765e062aa46dfc5df3fb874b22
3495,Tia,Ellis,22-Jun-23,22-Jul-23,Area Sales Manager,Daniel Cabrera,tia.ellis@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Night company image able suggest.,Sales,Wireline Construction,27-01-1993,IN,Laborer,Male,1115,Other,Married,Fully Meets,4,a9583ca62180b8577d0bd5a6bec2b7cb81283863df8add2399004815b3971fe2,45bac46ca357be7cb8707a9c1e75fb46304d40e367935167e3e2ac1641c24eb3b898612498fce768fe4caf1923f5ccf4893485c42ea589fc6314f4fd1d46acb4
3496,Aspen,Bentley,02-Dec-21,,Area Sales Manager,Barbara Garcia,aspen.bentley@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,Sales,General - Sga,19-09-1964,CA,Administrator,Male,72233,Other,Widowed,Fully Meets,5,00e635a7012b9f5098ff2e89ea92e96c9fd6f11267482f1adf9be2a532ea1eaf,435378b4df62031323b2a575846b9c551c919cd7d77084ecdbdd11306fa89b338a2931cea84d75e614a05e894c54515eb098b17a5dbf6023338c37c985ad2dcd
3497,Graham,Rodriguez,08-Dec-21,,Area Sales Manager,Kendra Murray,graham.rodriguez@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Project Management - Con,18-02-1981,OR,Lineman,Female,58210,Hispanic,Widowed,Fully Meets,1,37200aab347ca14338de137dada8d201adbd582df51fcbc9c71db5a1e0b3c11d,22917f815861fc674a4d83e8bd3f70b5cef42c8c5e7fcbc229694f4d39f59a815b4957397869551fc4ffcac307cf2945a3315976816e0b61ffc4aeae207529ca
3498,Joel,Mcmillan,26-Apr-23,22-Jun-23,Area Sales Manager,Peter Harvey,joel.mcmillan@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Voluntary,About allow article. For gas player magazine.,Sales,General - Sga,17-10-1998,KY,Laborer,Female,36087,White,Widowed,Fully Meets,2,5fbcb93c908487f27b217e506125815a001558c9926acee3650a8eddd258c031,b7fd286d18ac0b2c8d38fe7f9775d10c81ec1c3f25590a8abfd90fa91298e44af2ca7d5b1d01befc761c11f7cc09fa2854fb53b37bafba69e56e07bff02ecac5
3499,Maci,Frost,25-Sep-18,20-Dec-21,Area Sales Manager,Patrick Daniel,maci.frost@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Involuntary,Seem hand dog. Us six beyond place fund well.,Sales,Field Operations,16-01-1971,KY,Technician,Female,61457,Asian,Widowed,Fully Meets,5,90227f6ce4c31451a69164d70809b45aa6b525c37101fdcceec3f85f8127efbb,a45329d6868bb46c41c358ba7caa394d23ba198a66904fcc9f1c5b42c3cdbeaf8e41ac647fc7ca7e41fdabaaf4ba37463aef316994187b4d441f6fe5b4c361c5
3500,Nevaeh,Lucas,20-Nov-18,21-Jun-20,Area Sales Manager,Bryan Douglas,nevaeh.lucas@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Voluntary,Game hour boy not write somebody owner.,Sales,Shop (Fleet),25-02-2000,TX,Mechanic,Female,80424,White,Divorced,Fully Meets,1,bfb0a84bab0ca878455dd8cb3e9f1ab8ced546ae69f986420d339ad53065234d,fcacca50aa00d2e2c8b0af140efacb6552ac8cd241ddb08a47fe463016d3803f3d14916e1697195366f43a88efe9c27b6b68f1dc0093b5609f03fe5f88c8e389
3501,Garrett,Zimmerman,30-Aug-20,30-Aug-22,Area Sales Manager,Destiny Hopkins,garrett.zimmerman@bilearner.com,PL,Future Start,Part-Time,Zone A,Part-Time,Retirement,Worker medical commercial participant tough leg.,Sales,General - Con,19-04-1959,TX,Technician,Male,6240,Other,Widowed,Fully Meets,4,87fd2d183f9f4c18cfa3713f678529cc5479720ce5a9ab729177d3d44f201cf3,b98f795a17db13616ca5a54f8e7ceab4c25d0c98fdbad93a667a474e0bc60a5b4c2d8e4f7422eb5cf4cb03ea28cdaf8e5ed1ab98e309ac2be506b8d3e998ade0
3502,Eugene,Marks,01-Oct-19,,Area Sales Manager,Angela Morris,eugene.marks@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,Splicing,29-06-1976,TX,Electrician,Male,49914,White,Married,Fully Meets,1,82794089bb733f2632c2489ad688d91a1ec01e9d018a2b4a43da1d321d7ef84f,cec6d295f8594b7904d4da560dcabfd41c255676fe38170384cedb11ffa972f65dbd82b47f0aec83710366e06427101c7e92739bd0a37c930560e267dc15a39d
3503,Geovanni,Pugh,20-Jan-22,,Area Sales Manager,Erica Franklin,geovanni.pugh@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Project Management - Con,27-07-1951,CO,Manager,Male,71319,Other,Single,Fully Meets,4,d3cf1d0333c3a7e28137848a545378c5c6a21bb794177820e9c47e746cdce44f,bd1f1f729e0933842914661b02743ce002ac305c940c7a2bddd0323de725bfe3e168426a5dd80716e8f3345d2bdecb31293933a90c940642c63232e5431a5db3
3504,Javon,Kelley,10-Oct-21,,Area Sales Manager,Gabriela Orr,javon.kelley@bilearner.com,SVG,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,General - Con,23-08-1980,CO,Laborer,Male,27992,Hispanic,Married,Fully Meets,2,5e3c6852352b587467e71b1046bc63e4b1be4598ebdb0864eacaa66a79ee4a4c,0ea762998f6ab763b65f51298a39d50fd4f9c3605197910d103b0d10f882ae3a2c7ea3d22940ba980fe7dc6f098532410e2958064894b1f2925aad963d260f32
3505,Amaya,Hicks,29-Aug-20,,Area Sales Manager,Michael Wilkins,amaya.hicks@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,Sales,Field Operations,24-07-1943,IN,Groundman,Male,72324,Hispanic,Widowed,Fully Meets,1,a9e3d07a710d531ec5fa80ffaf3a6ec3588bf2ab5f995aa93f6efccac9d666f5,cf70f34a44c07deef8e6f221b59522fc6cd8235eeccca034e82c0d369523911597c0785cdfca14caf463895d4bafa502c164a03d2c9c775e41991353eb26187e
3506,Laila,Woodard,27-Aug-19,10-May-23,Area Sales Manager,Jordan Vega,laila.woodard@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Fund nor half early miss follow.,Sales,Field Operations,06-07-1988,IN,Technician,Male,38740,Other,Married,Fully Meets,2,74475255a91da65f7e4f606f34943af211de989e957750d7816255cdbbe9661c,1464a27e2f42e58e8218eb87bd257dd9f4edb27ce0c31566feecaa2c44b72eeb895d5dcc0a7dcd9265a4c3c573c823c894a5cac80942443a87aacf1b3881fa65
3507,Ivan,Huff,25-Feb-21,07-Apr-23,Area Sales Manager,John Miller,ivan.huff@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,Line later deal stand sometimes too mind.,Sales,Project Management - Con,24-03-1973,CA,Manager,Male,9437,White,Single,Fully Meets,4,68353bdb287908a10c9b74c1accf93e54b87a88126ab3b3434bfb48d84228327,c9859f0254ad7fab1962a85ad853abe3e91dbef52287c5446ac9591f30aacd0c122f24c83b73b260e9b69931491c59c8d15244fb4278e9d99e0810d5440756cf
3508,Aidan,Harding,13-Jul-21,,Area Sales Manager,Trevor Adkins,aidan.harding@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Aerial,26-05-1942,OR,Laborer,Male,9385,Asian,Single,Fully Meets,5,0ce7a293acf218caa4e0e4f1bb811a20176f9c78e2a8c251f95ea61743b4457b,33605bd1d83aa76cdbee1925d574ff8a0762592e32e94e9088115a71df65b1579ca4e3ecc0efc4c2e2d8b147673301a3e6f72584a8d5ff2bc28aa5f3b703f0b0
3509,Cruz,Boyer,14-Apr-21,,Area Sales Manager,Marcus Hunt,cruz.boyer@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,General - Sga,04-11-1977,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2,01369dc97b41c39027165c23352e0b47105f9ec694d9d5089c796e1098414caa,69792635bddd6a1fd3a21aa07718330c8d40acb1c8514a1a2a6e5b620cf8f72a226055e1c3fdb7bb7b91804ef7bdd509689e68e1f976e84180965abe8b63c3a8
3510,Raven,Koch,10-Feb-20,,Area Sales Manager,Jennifer King,raven.koch@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,General - Con,17-10-1956,KY,Laborer,Female,65329,Hispanic,Married,Fully Meets,2,44d63109ca7f7e9d6fa03b3812267784420a2aa3b45e8f7b1376357d97ac31dc,5d0776ef757da6ac08a28fa7829295a4fd7408cd016eec6598aaf3435a177609c1a1e136a6bc97d1cb53816cd28cf7b0b30c16edbbbb4428dcc37367969f49f6
3511,Karli,Barker,17-Aug-21,31-Dec-21,Area Sales Manager,Shawn Dudley,karli.barker@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Tell paper every.,Sales,Finance & Accounting,18-02-1997,KY,Director,Female,41111,Asian,Divorced,Fully Meets,4,db796b5df906440ef2d139a5ae86483c7edf7cc678d7d6bf9b9d3f9f4f033636,fae4533d9fbb53ed73eaadfe835e7cde25f048a25ced137e411d7a62bb598444768e948f8550b2b46b2a11696173429644dad3c67587bf7fc706fdbdcde83828
3512,Tyrone,Sosa,17-Apr-23,22-Jun-23,Area Sales Manager,Lindsay Chang,tyrone.sosa@bilearner.com,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Why sport must page bad.,Sales,Yard (Material Handling),25-10-1996,TX,Coordinator,Female,58860,Black,Single,Fully Meets,2,c3811dd82214413909883ccefb7e46c7172bc116fc3a8a11f1687275a6bd06b1,d1df138078b9edcff317367d97b64510092090a45729a5f8ac340eef4545f55ed66f85e47e1201393ba2e6e229e6664c87d9bb2c52edfd3788ebab3543a0abea
3513,Damaris,Cisneros,02-Sep-22,24-May-23,Area Sales Manager,Sharon Ruiz,damaris.cisneros@bilearner.com,PL,Future Start,Contract,Zone C,Temporary,Involuntary,Something sense information final building.,Sales,General - Con,13-11-1959,TX,Laborer,Male,93051,Other,Married,Fully Meets,5,5fe1c28e7ccf80aea24a599ef97defc8e4f5f5fae653dd64599b0e602345037a,626b916dae648630fdf4b356b016a487d2bc920f846fca6967cd6e0df83726bb00faa05c31f1e902544459e060becaf8a9c8ecad29d8c5a8394a864718e967a0
3514,Alexus,Estes,15-Apr-20,,Area Sales Manager,April Randolph,alexus.estes@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Wireline Construction,03-01-1958,TX,Manager,Male,17419,Asian,Married,Fully Meets,1,0b47c7f55bfa2f9d11109e249e339f239127b2217b111e1fd6160a55c6e9df92,d9ead278dc7f94f85cd71be77c7a00ab8a0a07fa70539b4884a6d5929c054c36f82b4d7e2d6a6fce0863ca51d0aa7cdf958778051bcb5faf0f8fad5ef3da092f
3515,Kinsley,Flowers,09-Mar-22,10-Dec-22,Area Sales Manager,Mary Reilly,kinsley.flowers@bilearner.com,CCDR,Future Start,Part-Time,Zone A,Part-Time,Retirement,School see rest firm I.,Sales,Finance & Accounting,29-04-1997,CO,Controller,Male,59593,White,Single,Fully Meets,4,b1d17b8cea4b4069e058b0914c0b12d514c04460ab3fef2ce8418a18c2d24369,147b8d1ab4d4b32bdee76bee426b44b0940a66c6ae74f3eb83e8a695a9adc02997efb088c0bcc1121f08fa77de58be704f368910c05fd59cfc1beb07035cc0b6
3516,Deborah,Love,07-Apr-22,22-Jan-23,Area Sales Manager,Eric Goodman,deborah.love@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Retirement,Source doctor rock group this.,Sales,Project Management - Con,25-06-1988,CO,Coordinator,Male,96350,Asian,Divorced,Fully Meets,5,145a85e229b6079753a5065935941a7433575382f6052dcc036abb507e785fbc,b035bd67e6b33c053bccfe38f0ad6b8396b5ff65399a33a0434199516c818acc5c41e484ea07f49c6e8268432fe11d94cb662abae7066884adc20b692d0615b3
3517,Milagros,Francis,19-Feb-20,,Area Sales Manager,Caleb Schneider,milagros.francis@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Splicing,04-01-1942,IN,Splicer,Male,44469,Hispanic,Widowed,Fully Meets,4,5163b0c7ab4a1871ed44fdc18ca2bd054975870f5d94ad4d3747b0ea212aa8fb,2e4495045749a841b6ab3bb7faaeb117226ff1cb814a988e3990127601d7328a5b1cefee6ab0b18248ef26348ce59869c123d190c2cd6a42921fbdc54ebf9418
3518,Roberto,Michael,10-Apr-21,04-Jul-22,Area Sales Manager,Cheryl Henry,roberto.michael@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Little imagine career he produce program.,Sales,General - Eng,24-05-1969,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2,581f09f3678be25d484d6cf3e6512ee75a76c49eba4d28597c5bd1371b1fade8,f4e752306a82b0187402ec10bc8ef86df28d5f0d7c15fac3e022119a40e3bd181c1ec5e38fdd191395f43f120cdab8f61f2b2c1e59fa6fc002ab61e6d32fb70f
3519,Elaine,Ewing,19-Dec-21,02-Mar-22,Area Sales Manager,Dan Hernandez,elaine.ewing@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Resignation,Your very trip successful memory to while out.,Sales,Aerial,28-03-1951,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2,5167987175a6ce47796636bca631deb3e2aa92bace542ed636352ee386741a82,9fa3d23a0111254542e534c6014e5875f1e8289b1077f1ff8d22b5205fb0cba9b5504b7ebb970f74dc94cdb3500fe2eee07558b6911d075afd7117cd2f2ea904
3520,Caiden,Munoz,13-Dec-20,13-Jan-23,Area Sales Manager,Teresa Daniel,caiden.munoz@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Involuntary,Red some option.,Sales,Project Management - Con,01-03-1963,ND,Manager,Female,18983,Black,Divorced,Fully Meets,1,7665ed4041a11e6ae12ecc4edf45a286919378dfdd73bc4557b696c7391dfdc2,7423accd95621b610e0e5339e0aa6acdc152c53c01d1a5f3bd10997989b731594efacdfdc1932ed436a3cc12eaa67e565778eda088890413e14d3b8046011427
3521,Jocelyn,Bradford,26-Feb-19,,Area Sales Manager,Melissa Decker,jocelyn.bradford@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,General - Con,16-04-1949,KY,Electrician,Female,51795,Asian,Divorced,Fully Meets,4,c06c2e3d2ab07c8027393eba7bced372adfe46f7305d22e384ce7608b61bc13f,32d1d4b7144900ed816d5e22178ec3fabcd06f89bdaff07223b5304e54455fa2e9c268b9de575690e4eeed86d0366d3f03b35262cd572a4081c8aa8d49a170d7
3522,Marques,Armstrong,02-Mar-20,,Area Sales Manager,Michael Nguyen,marques.armstrong@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Splicing,12-10-1983,KY,Splicer,Female,34369,Other,Single,Fully Meets,1,fe5275a6b5c90250053e0837f40b0d9603fc8e3c21cdf8bae02af4961d18828d,39b2824bef0ea715b98c3c300dc178d4fe029bc737e266f68c36157b44f4263abe00925f71fb952f0c451ef1de51e21fbcb6b33c0ac0e23be868c988b29b88b0
3523,Rohan,Chapman,25-Jun-21,25-Aug-22,Area Sales Manager,Tony Mcconnell,rohan.chapman@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Theory grow future week house.,Sales,General - Con,19-12-1978,KY,Laborer,Female,23092,Other,Single,Fully Meets,2,0ca355a963edf231c895c793b212e9fe5a83f925e3d31aeaa38fe63791792855,edf9014e3bbd4cfd8c6a67047a488ac53b06959423c10711514d827b4e40ac4e06740241f3f5bbdd59d51fe9b7f83afcc96bff8cb121d2840c30dd86c24e035e
3524,Emmanuel,Franklin,26-Jul-21,04-May-22,Area Sales Manager,Adam Gibson,emmanuel.franklin@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Inside week also so.,Sales,Field Operations,11-11-1999,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2,4858f6167db2682df17bbdb9164244b9e05cb6ccbc49d07a2e8371833292f590,6d5a64db52af096c815da4f285f31c9991639a0bf1fda1b59f2b7ceb21487179f79bbed72f113aed39c04934e80a1d919ed6dbddfc13a582b097acad92a17891
3525,Clayton,Mccormick,03-Jul-22,10-Jan-23,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2,dff1f00576d80d33af73cd1a1c8711b3cbfea5fb8f36105c2f0973029a69c83a,7431106e4ced5b2f19e55bb56c5dde1613bb4fa736f1ba80e9fe2e2b7a50a550698fc47bd0bf72bc99d6884773a07a00c861d136d9afb69234a5ab5c598bba15
3526,Darius,Krause,15-Sep-22,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4,6b39b37d5957181a3f06f559814434cb0b5f22ce828faf094958195611afe507,794aae587036c9eb773bca05cd3d00f0424eded139cdbd8e4f003552e89a5dc6ee4fa1e73bfb21bd4a008f588b54ac387db310a216cb355c8c66160e8db832e2
3527,Ahmed,Hawkins,01-May-20,25-Feb-21,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,15-10-1974,CO,Lineman,Male,46645,Black,Married,Fully Meets,1,3d3b3ab49ffcd12e1cbb6c639acb9493ff46f5c13d74a81fbf0916cbfed56bc1,9679e04c86b9791e2b968e269a8740db9b080ca5b7a11fa243d920af096ba458bf4b7fd510516b18ac5466cfd920757bc5d4793d5902c3ffb8c5d9128272978e
3528,Kymani,Benjamin,13-Oct-22,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2,f9c7226bf1543ec9d8570cfe63cf2f853e61315a95e8d289e5d39d212284e519,fd3a2ee3f54b37af0537bc06e8067782f9d450d9b951303763da023c433cd49dc15af06af47159979aefc71803653dca8cc459614affa661fd4f19c82d163648
